Gene	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_1	Sample_2	Sample_3
ENSG00000232746.1|LINC02022	0	0	0	0	0	0	0	0	0
ENSG00000232747.2|IGKV1D-35	0	0	0	0	0	0	0	0	0
ENSG00000232748.3|AC135050.1	73	13	20	0	69	61	25	49	161
ENSG00000232749.2|AL162726.4	0	0	0	0	0	0	0	0	0
ENSG00000232750.2|AL139132.1	0	0	0	0	0	0	0	0	0
ENSG00000232751.1|AL645568.3	0	0	0	0	0	0	0	0	0
ENSG00000232752.1|MTCO3P21	0	0	0	0	0	0	0	0	0
ENSG00000232754.1|AL035658.1	0	0	2	0	1	9	0	0	0
ENSG00000232756.1|AC004990.1	0	0	0	24	0	0	0	0	0
ENSG00000232757.1|ETF1P1	0	0	0	0	0	1	0	0	0
ENSG00000232759.1|AC002480.2	0	1	0	0	0	0	0	2	0
ENSG00000232760.1|AC103564.2	0	0	0	0	0	0	0	0	0
ENSG00000232762.1|AL355483.3	0	0	0	0	0	38	0	0	0
ENSG00000232764.1|TRIM60P8Y	0	0	0	0	0	0	0	0	0
ENSG00000232765.6|AL158819.1	0	0	0	0	0	0	0	0	0
ENSG00000232766.1|AC098614.3	0	0	0	0	0	0	0	0	0
ENSG00000232767.1|AC016825.1	0	0	0	0	0	0	0	0	0
ENSG00000232768.1|AL356320.1	0	0	12	0	4	0	0	0	0
ENSG00000232771.2|PPP1R26P5	0	0	0	0	0	0	0	0	0
ENSG00000232772.1|MTND4P22	0	0	0	0	0	0	0	0	0
ENSG00000232773.2|DEFB130D	0	0	0	0	0	0	0	0	0
ENSG00000232774.7|FLJ22447	1	0	3	5	4	2	19	30	12
ENSG00000232775.6|BMS1P22	0	0	0	0	0	0	0	0	0
ENSG00000232777.1|MRPL51P2	0	0	0	0	0	0	0	0	0
ENSG00000232778.1|RPL23AP50	6	0	0	0	0	0	0	0	0
ENSG00000232780.2|GAPDHP74	0	0	0	0	0	0	0	0	0
ENSG00000232783.5|FRG2FP	0	0	0	0	0	0	0	0	0
ENSG00000232786.1|TIMM9P3	0	0	0	0	0	0	0	0	0
ENSG00000232787.1|OR7L1P	0	0	0	0	0	0	0	0	0
ENSG00000232788.1|AC078883.3	28	1	23	8	20	38	8	2	30
ENSG00000232789.1|AC053503.3	0	0	0	0	0	0	0	0	0
ENSG00000232790.2|LINC01162	0	0	0	0	0	0	0	0	0
ENSG00000232791.3|OR11I1P	0	0	0	0	0	0	0	0	0
ENSG00000232792.2|FTH1P25	0	0	0	0	0	0	0	0	0
ENSG00000232793.2|DNAJC19P8	0	0	0	0	0	0	0	0	0
ENSG00000232794.1|HNRNPDP1	0	0	0	0	0	0	0	0	0
ENSG00000232795.1|SCAND3P1	0	0	0	0	0	0	0	0	0
ENSG00000232797.1|FAM207CP	0	0	0	0	0	0	0	0	0
ENSG00000232798.1|CR769767.1	0	0	0	0	0	0	0	0	0
ENSG00000232799.1|CRYGFP	0	0	0	0	0	0	0	0	0
ENSG00000232800.1|SLC7A15P	0	0	0	0	0	0	0	0	0
ENSG00000232801.1|SDCBPP3	0	0	0	0	0	1	0	0	0
ENSG00000232803.1|SLCO4A1-AS1	0	0	0	0	0	2	0	0	0
ENSG00000232805.1|NIP7P1	0	0	0	0	0	0	0	0	0
ENSG00000232806.1|AP001610.2	0	0	0	0	0	0	0	0	0
ENSG00000232807.2|AL137186.2	68	18	0	99	10	4	2	5	121
ENSG00000232808.1|TTTY20	0	0	0	0	0	0	0	0	0
ENSG00000232809.1|VDAC1P10	0	0	0	0	0	0	0	0	0
ENSG00000232810.3|TNF	1621	4732	1188	17687	8182	12838	6742	1753	2981
ENSG00000232811.1|AL360270.1	0	0	0	0	0	0	0	9	0
ENSG00000232812.1|LINC01717	0	0	0	0	0	0	0	0	0
ENSG00000232813.1|AC245047.4	0	0	0	0	0	0	0	0	0
ENSG00000232814.2|COL4A2-AS1	6	0	0	0	0	0	0	0	0
ENSG00000232815.1|DUX4L50	60	4	118	26	56	202	47	8	107
ENSG00000232817.1|AC073188.4	0	0	0	0	0	0	0	0	0
ENSG00000232818.2|RPS2P32	69	54	7	101	164	117	46	102	58
ENSG00000232821.1|AC003986.2	0	0	0	0	0	0	0	0	0
ENSG00000232823.2|TXNP1	0	0	0	0	0	0	0	0	0
ENSG00000232824.1|PRR13P1	0	0	49	0	7	0	8	3	30
ENSG00000232825.1|AL445433.2	0	0	0	0	0	0	0	0	0
ENSG00000232827.2|LINC01189	0	0	0	0	0	0	0	0	0
ENSG00000232828.1|AC231533.1	0	0	6	0	3	0	0	0	0
ENSG00000232829.3|GSTO3P	0	0	0	0	0	0	0	0	0
ENSG00000232830.5|AC110994.1	0	0	0	1	0	0	0	0	0
ENSG00000232832.1|LMLN-AS1	0	0	0	0	0	0	0	0	0
ENSG00000232834.1|AC112492.4	0	0	0	0	0	0	0	0	0
ENSG00000232835.1|AC107057.1	0	0	0	0	0	0	0	0	0
ENSG00000232837.1|LINC01700	0	0	0	0	0	0	0	0	0
ENSG00000232838.3|PET117	21	50	82	77	38	26	37	58	73
ENSG00000232841.1|BRWD1P3	0	0	0	0	0	0	0	0	0
ENSG00000232842.2|AL137845.2	0	1	0	0	1	0	0	0	1
ENSG00000232843.2|SNX18P2	0	0	0	0	0	0	0	0	0
ENSG00000232845.1|TRAPPC2P9	0	0	0	0	0	0	0	0	0
ENSG00000232846.1|SLC25A6P3	0	23	0	0	0	0	0	2	26
ENSG00000232848.1|AL034417.1	0	0	0	1	0	0	0	0	0
ENSG00000232849.1|LINC00363	0	0	0	0	0	0	0	0	0
ENSG00000232850.3|PTGES2-AS1	62	15	46	0	0	49	0	1	0
ENSG00000232851.3|ATP5J2P3	0	0	0	0	0	0	0	0	0
ENSG00000232852.1|CICP4	0	0	0	0	0	0	0	0	10
ENSG00000232853.1|LUZP4P1	0	0	0	0	0	0	0	0	0
ENSG00000232855.6|AF165147.1	6	3	88	40	7	67	6	4	6
ENSG00000232857.2|KATNBL1P2	0	0	0	0	0	0	0	0	0
ENSG00000232858.1|RPL34P27	1	0	0	0	0	0	0	0	0
ENSG00000232859.9|LYRM9	210	361	421	228	317	686	414	327	510
ENSG00000232860.7|SMG7-AS1	40	61	84	69	6	1	1	38	1
ENSG00000232862.5|AL138787.1	0	0	0	0	0	0	0	0	0
ENSG00000232864.1|NUCKS1P1	0	0	0	0	0	0	0	0	0
ENSG00000232867.1|AL355433.1	0	0	0	0	0	0	0	0	0
ENSG00000232869.2|TRBV29-1	85	53	109	224	62	59	70	265	139
ENSG00000232871.8|SEC1P	0	0	0	106	2	0	0	45	0
ENSG00000232872.2|CTAGE3P	0	0	0	0	0	0	0	0	0
ENSG00000232873.1|RPL23AP93	0	0	0	0	0	0	0	0	0
ENSG00000232874.1|AC080129.2	0	0	0	0	0	0	1	0	0
ENSG00000232875.1|HMGN2P35	0	0	0	0	0	0	0	0	11
ENSG00000232876.1|AL353596.1	0	0	0	16	0	0	0	1	0
ENSG00000232878.3|DPYD-AS1	13	8	5	1	10	0	10	0	1
ENSG00000232879.2|AL591806.2	0	0	25	0	0	5	0	0	0
ENSG00000232880.1|NDUFB4P10	0	0	0	0	0	6	0	0	0
ENSG00000232881.2|RPS10P21	0	0	0	0	0	0	0	0	0
ENSG00000232882.1|PHKA1P1	1	0	0	0	0	0	0	1	0
ENSG00000232883.1|AL451081.2	0	0	1	0	0	0	0	0	0
ENSG00000232884.7|AF127936.2	0	0	0	0	0	0	0	0	0
ENSG00000232885.1|GPC5-AS2	0	0	0	0	0	0	0	0	0
ENSG00000232886.1|AF212831.1	0	0	0	0	0	0	0	0	0
ENSG00000232887.1|AC006466.1	0	0	0	0	0	0	0	0	0
ENSG00000232888.4|AC127070.1	1	4	14	2	1	4	2	26	9
ENSG00000232889.2|AC087499.4	0	0	0	0	3	0	0	0	0
ENSG00000232891.1|AL450344.3	27	19	1	17	12	14	12	0	47
ENSG00000232892.1|AL499616.1	0	0	0	0	0	0	0	0	0
ENSG00000232893.1|IQCA1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000232894.1|MRPS31P2	2	0	0	10	0	0	0	0	0
ENSG00000232895.2|AL121999.1	0	0	0	0	0	0	0	0	0
ENSG00000232896.1|AL592463.1	0	0	0	0	0	0	0	0	0
ENSG00000232897.2|AL117329.2	0	0	0	0	0	0	0	0	0
ENSG00000232899.1|CDY9P	0	0	0	0	0	0	0	0	0
ENSG00000232900.1|AL050403.1	0	0	0	0	0	0	0	0	0
ENSG00000232901.1|CYCSP10	0	0	0	9	0	0	0	0	0
ENSG00000232903.2|LINC01166	0	0	0	0	0	0	0	0	0
ENSG00000232905.2|AL162393.1	0	0	0	0	0	0	0	0	0
ENSG00000232906.1|AC092685.1	0	0	0	0	0	0	0	0	0
ENSG00000232907.7|DLGAP4-AS1	0	75	42	15	8	2	0	1	190
ENSG00000232908.3|HSD17B7P1	0	0	0	0	0	0	0	0	0
ENSG00000232909.1|AL157823.2	21	0	0	0	0	0	0	1	0
ENSG00000232910.1|RAB9AP1	0	0	0	0	0	0	0	0	0
ENSG00000232912.5|AL096855.1	13	24	32	43	7	33	2	0	1
ENSG00000232913.7|PLCE1-AS2	0	0	0	0	0	0	0	0	0
ENSG00000232914.1|TRAPPC2P4	0	0	0	0	0	0	0	0	0
ENSG00000232915.1|AC097721.1	0	0	0	0	0	5	0	0	0
ENSG00000232916.1|HMGN2P27	0	0	0	1	0	1	0	0	0
ENSG00000232917.5|HSPE1P6	0	0	0	0	0	0	0	0	0
ENSG00000232918.2|AC118469.1	0	0	0	0	0	0	0	0	0
ENSG00000232920.1|LINC01400	0	0	0	0	0	0	0	0	0
ENSG00000232922.1|MTND6P24	0	0	0	0	0	0	0	0	0
ENSG00000232924.1|ELOCP4	0	0	0	0	0	0	0	0	0
ENSG00000232925.2|MRPS16P2	0	0	0	0	0	0	0	0	0
ENSG00000232926.1|AC000078.1	0	0	0	0	0	0	31	0	0
ENSG00000232927.1|USP12PY	0	0	0	0	0	0	0	0	0
ENSG00000232928.2|DDX3P1	10	0	0	0	0	0	0	0	0
ENSG00000232930.1|AC083864.2	0	0	0	0	0	0	0	0	0
ENSG00000232931.5|LINC00342	3	13	5	0	2	3	7	16	4
ENSG00000232934.7|AL157786.1	3	0	18	0	1	0	0	14	1
ENSG00000232935.2|AL359094.2	0	0	0	0	0	0	0	0	0
ENSG00000232936.5|AL157400.2	0	0	0	0	0	0	0	0	0
ENSG00000232937.1|AL589765.2	0	0	0	0	0	0	0	0	0
ENSG00000232938.2|RPL23AP87	0	0	0	0	0	0	0	3	0
ENSG00000232939.1|AL158829.1	0	0	0	0	0	0	0	0	0
ENSG00000232940.5|HCG25	1	25	16	35	0	8	19	3	33
ENSG00000232943.1|AL050321.1	0	0	0	0	0	0	0	0	0
ENSG00000232944.1|AC092423.1	0	0	0	0	0	0	0	0	0
ENSG00000232946.1|AL354707.3	0	0	0	0	0	0	0	0	0
ENSG00000232947.1|LINC02543	0	0	0	0	0	0	0	0	0
ENSG00000232948.1|DEFB130A	0	0	0	0	0	0	0	0	0
ENSG00000232949.1|AC002480.3	0	0	0	0	0	18	0	0	0
ENSG00000232950.1|ZNF519P1	0	0	0	0	0	0	0	0	0
ENSG00000232951.1|IPO7P1	0	0	0	0	0	0	0	0	0
ENSG00000232952.1|AL512844.1	0	0	0	0	0	0	0	0	0
ENSG00000232953.1|HSPA8P18	8	0	0	0	0	0	0	0	0
ENSG00000232954.2|LINC00374	0	0	0	0	0	0	0	0	0
ENSG00000232956.8|SNHG15	1470	1231	1390	1929	2053	2152	2077	1495	3262
ENSG00000232958.1|AC027119.1	0	0	0	0	0	0	0	0	0
ENSG00000232959.1|AL356475.1	0	0	0	0	0	0	0	0	1
ENSG00000232963.1|HMGN2P20	0	0	9	0	0	0	0	0	0
ENSG00000232964.2|LINC01737	0	0	0	0	0	0	0	0	0
ENSG00000232965.1|RPS12P18	0	0	0	0	0	0	0	0	0
ENSG00000232968.1|EIF4EP4	0	0	0	0	0	0	0	0	0
ENSG00000232969.1|AP001062.2	1	0	0	2	0	1	0	2	0
ENSG00000232970.1|POLHP1	0	0	0	0	0	2	0	0	0
ENSG00000232971.2|AL591719.2	0	0	0	0	0	0	0	0	0
ENSG00000232973.11|CYP1B1-AS1	81	130	18	67	212	57	44	38	176
ENSG00000232975.1|MTCO1P57	0	0	0	0	0	0	0	0	0
ENSG00000232976.1|TRIM60P10Y	0	0	0	0	0	0	0	0	0
ENSG00000232977.6|LINC00327	0	0	0	0	0	0	0	0	0
ENSG00000232978.2|AL161909.2	9	0	10	13	31	30	3	10	28
ENSG00000232979.1|AC092580.3	0	0	0	8	0	0	19	1	0
ENSG00000232981.1|MTCO1P51	0	0	0	0	0	0	0	0	0
ENSG00000232982.1|MTCO1P45	0	0	0	0	0	0	0	0	0
ENSG00000232983.2|AL160270.2	0	0	0	0	0	0	0	0	0
ENSG00000232985.1|AL355537.2	0	0	0	0	0	0	0	0	0
ENSG00000232986.1|AL139081.1	0	0	0	0	0	0	0	0	0
ENSG00000232987.1|LINC01219	0	0	0	0	0	0	0	0	0
ENSG00000232989.1|AL356010.1	0	0	0	0	0	0	0	0	0
ENSG00000232990.2|MTATP6P7	0	0	0	0	0	0	0	0	0
ENSG00000232991.5|GACAT1	0	0	0	0	0	0	0	0	0
ENSG00000232992.2|AHCYP4	0	0	0	0	0	0	0	0	0
ENSG00000232993.1|AL445183.1	0	0	0	0	0	0	0	0	0
ENSG00000232994.1|RPL7P14	0	27	0	0	0	0	0	0	0
ENSG00000232995.7|RGS5	41	0	33	23	20	7	0	5	3
ENSG00000232998.1|VPS13A-AS1	134	78	156	66	86	200	83	202	341
ENSG00000232999.1|AL133351.3	0	0	0	0	0	0	0	0	0
ENSG00000233002.2|AC005324.1	0	0	0	0	0	0	0	0	0
ENSG00000233003.4|CICP26	0	0	0	0	0	0	0	0	0
ENSG00000233005.1|AC018742.1	0	0	0	10	1	0	0	0	0
ENSG00000233006.6|MIR3936HG	41	1	26	29	13	14	27	24	33
ENSG00000233007.1|UBTFL11	0	0	0	0	0	0	0	0	0
ENSG00000233008.5|LINC01725	12	0	9	30	2	0	0	15	36
ENSG00000233009.1|NALCN-AS1	0	0	0	0	0	0	0	0	0
ENSG00000233010.1|RPEP4	0	0	0	0	0	0	0	0	0
ENSG00000233011.1|SLC9A3P1	0	0	0	0	0	0	0	0	0
ENSG00000233012.2|HDAC1P2	0	0	0	0	0	0	0	0	0
ENSG00000233013.10|FAM157B	22	2	0	1	9	31	0	0	0
ENSG00000233014.1|TBC1D3P7	0	0	0	0	0	0	0	0	0
ENSG00000233015.1|SLC25A6P1	0	0	0	0	0	0	0	0	0
ENSG00000233016.6|SNHG7	584	788	561	599	627	1011	772	972	1997
ENSG00000233017.2|AL121832.1	0	0	0	0	0	0	0	0	0
ENSG00000233018.1|AL732292.1	0	0	0	0	0	0	0	0	0
ENSG00000233020.1|AL354872.1	0	0	0	0	0	0	0	0	0
ENSG00000233021.2|AL669841.1	0	0	0	0	0	0	0	0	0
ENSG00000233024.7|AC126755.2	0	0	0	0	0	0	3	0	0
ENSG00000233025.1|CRYZP1	0	0	0	0	0	0	0	0	0
ENSG00000233026.1|MTCO1P5	0	0	0	0	0	0	0	0	0
ENSG00000233028.1|AC006970.2	1	0	0	0	0	0	2	0	1
ENSG00000233029.3|AC244453.2	0	0	0	0	8	9	0	0	0
ENSG00000233030.2|AC243772.2	0	0	0	0	4	8	0	0	0
ENSG00000233031.1|AC125238.1	0	0	0	0	0	0	0	0	0
ENSG00000233033.1|CASK-AS1	0	0	0	0	0	0	0	0	0
ENSG00000233036.1|KRTAP8-2P	0	0	0	0	0	0	0	0	0
ENSG00000233037.2|AC009237.5	0	0	0	0	0	0	0	0	0
ENSG00000233038.5|AC011899.2	1	68	0	28	178	155	0	0	17
ENSG00000233039.1|MTND5P30	0	0	0	0	0	0	0	0	0
ENSG00000233040.2|FAM204BP	0	0	0	0	0	0	0	0	0
ENSG00000233041.8|PHGR1	0	0	0	0	0	0	0	0	0
ENSG00000233044.1|AL049820.1	0	0	0	0	0	1	0	0	0
ENSG00000233045.1|AC097523.1	0	0	4	0	0	21	0	0	0
ENSG00000233047.6|LINC01677	0	0	0	0	0	0	0	0	0
ENSG00000233048.1|LINC01722	0	0	0	0	0	0	0	0	0
ENSG00000233050.1|DEFB130B	0	0	0	0	0	0	0	0	0
ENSG00000233052.1|AL513304.1	0	0	0	0	2	0	0	0	0
ENSG00000233055.1|AL353621.1	0	0	0	0	0	0	0	0	0
ENSG00000233056.2|ERVH48-1	10	0	0	28	0	0	0	1	37
ENSG00000233057.1|EEF1A1P14	10	32	0	0	0	2	0	0	0
ENSG00000233058.1|LINC00884	15	9	2	63	45	24	0	0	123
ENSG00000233060.1|AC016700.3	0	0	0	0	0	0	0	6	0
ENSG00000233061.1|TTLL7-IT1	0	0	0	0	0	0	0	0	0
ENSG00000233063.2|SAR1AP4	0	0	0	0	0	0	0	0	0
ENSG00000233064.2|AL136307.1	18	0	0	14	3	5	0	0	0
ENSG00000233067.2|PTCHD1-AS	0	0	0	0	0	0	0	0	0
ENSG00000233068.2|AL590004.3	0	0	0	0	0	0	0	0	0
ENSG00000233069.1|AL663074.1	12	0	0	0	0	0	0	0	0
ENSG00000233070.1|ZFY-AS1	0	0	0	0	0	0	12	0	1
ENSG00000233071.3|RPSAP59	0	0	0	0	0	0	0	0	0
ENSG00000233072.1|RPS15AP6	7	15	25	1	0	0	2	0	6
ENSG00000233073.1|AC005009.2	0	0	0	0	0	0	0	0	0
ENSG00000233077.1|LINC01271	0	0	0	0	0	0	0	0	0
ENSG00000233078.1|AL355994.3	0	0	0	0	0	0	0	0	0
ENSG00000233079.1|LINC01755	0	0	0	0	0	0	0	0	0
ENSG00000233080.3|LINC01399	0	0	0	0	0	15	0	0	0
ENSG00000233081.1|AL353764.1	0	0	0	0	11	3	0	0	0
ENSG00000233082.1|AC073094.1	0	0	0	0	0	0	0	0	0
ENSG00000233083.1|FTH1P6	0	0	0	0	0	0	0	0	0
ENSG00000233084.2|RPL23AP25	0	22	0	0	6	4	6	0	0
ENSG00000233085.5|BX322234.2	0	0	0	0	0	0	0	0	0
ENSG00000233086.7|AL358975.1	0	0	0	0	0	0	0	0	0
ENSG00000233087.7|WTH3DI	0	0	1	0	0	2	0	0	1
ENSG00000233090.1|AC015922.2	0	0	0	0	0	0	0	0	0
ENSG00000233093.5|LINC00892	98	264	43	50	106	118	23	3	0
ENSG00000233096.1|AC099541.1	25	0	24	0	0	27	4	80	54
ENSG00000233098.8|CCDC144NL-AS1	0	0	0	0	0	0	38	0	0
ENSG00000233099.1|AC095030.1	0	0	0	5	4	0	0	0	0
ENSG00000233101.10|HOXB-AS3	0	0	0	0	0	0	0	0	0
ENSG00000233103.1|AL133329.1	0	0	0	0	0	0	0	0	0
ENSG00000233105.1|AC103563.5	0	0	0	0	0	0	0	0	0
ENSG00000233106.1|RPL12P3	0	0	0	0	0	0	0	0	0
ENSG00000233107.1|SUCLA2P2	0	0	0	0	0	0	0	0	0
ENSG00000233108.1|AC006042.2	0	8	6	0	0	28	0	0	0
ENSG00000233109.4|AC013701.1	0	0	0	0	0	0	0	0	0
ENSG00000233110.1|AC093797.1	0	0	0	0	0	0	0	0	0
ENSG00000233111.1|RAB1C	1	0	0	0	3	1	0	3	0
ENSG00000233114.2|AL358075.3	0	0	0	0	0	0	0	0	0
ENSG00000233115.4|FAM90A11P	0	0	0	0	0	0	0	0	0
ENSG00000233117.2|LINC00702	0	0	0	0	0	0	0	0	0
ENSG00000233118.2|UBE2V1P8	0	0	0	0	0	0	0	0	0
ENSG00000233120.1|USP9YP15	0	0	0	0	0	0	0	0	0
ENSG00000233121.1|VN1R20P	0	0	0	0	0	0	0	0	0
ENSG00000233122.2|CTAGE7P	0	0	0	0	0	0	0	0	0
ENSG00000233123.1|LINC01007	0	0	0	0	0	0	0	0	0
ENSG00000233124.1|LINC00456	0	0	0	0	0	0	0	0	0
ENSG00000233125.3|ACTBP12	0	0	0	0	0	0	0	0	0
ENSG00000233126.3|ZNF736P3Y	0	0	0	0	0	0	0	0	0
ENSG00000233128.1|LINC01794	0	0	0	0	0	0	0	0	0
ENSG00000233129.1|AL117351.1	0	0	0	0	0	0	0	0	0
ENSG00000233131.1|AC096649.2	0	0	0	0	0	0	0	0	0
ENSG00000233132.4|FAM90A3P	0	0	0	0	0	0	0	0	0
ENSG00000233133.1|AC104451.1	1	5	5	0	5	0	0	1	0
ENSG00000233134.1|MTND3P17	0	0	0	0	0	0	0	0	0
ENSG00000233135.1|RPS27P18	0	0	0	0	0	0	0	0	0
ENSG00000233136.2|USP17L11	0	0	0	0	0	0	0	0	0
ENSG00000233138.1|AL023584.1	0	0	0	0	0	0	0	0	0
ENSG00000233139.1|AC244636.2	0	0	0	0	0	0	0	0	0
ENSG00000233143.1|DIRC3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000233144.1|AL512656.1	0	0	0	0	0	0	0	0	0
ENSG00000233145.1|AL589987.2	0	0	0	0	0	0	0	0	0
ENSG00000233146.1|BPIFB5P	0	0	0	0	0	0	0	0	0
ENSG00000233148.2|SYF2P2	0	0	0	0	0	0	0	0	0
ENSG00000233153.5|UBE2E2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000233154.5|LINC01762	36	0	0	0	3	0	0	1	0
ENSG00000233155.1|HMGA1P8	0	0	0	0	0	0	0	0	1
ENSG00000233156.1|HSFY8P	0	0	0	0	0	0	0	0	0
ENSG00000233157.1|Z97055.1	0	0	0	0	0	0	0	0	0
ENSG00000233158.1|RPS24P6	0	0	0	0	0	0	0	0	0
ENSG00000233159.1|AC007390.1	0	0	0	0	0	0	0	0	0
ENSG00000233162.1|MORF4L1P6	0	0	0	0	0	0	0	0	0
ENSG00000233163.1|RPS12P17	0	0	0	0	0	0	0	0	0
ENSG00000233167.1|EEF1A1P26	0	0	0	0	0	0	0	0	0
ENSG00000233170.4|AC138356.2	19	1	0	21	26	0	0	0	34
ENSG00000233173.1|VN1R34P	0	0	0	0	0	0	0	0	0
ENSG00000233175.2|AC008105.1	1	0	0	0	29	0	0	0	64
ENSG00000233176.3|OR7E157P	0	0	0	0	0	0	0	0	0
ENSG00000233178.7|AL161457.2	0	0	3	1	0	4	2	5	0
ENSG00000233179.1|Z82249.1	0	0	0	0	0	0	0	0	0
ENSG00000233183.2|AL138889.1	0	0	0	0	0	0	0	0	0
ENSG00000233184.6|AC093157.1	81	43	165	45	52	44	4	2	63
ENSG00000233186.2|KLF4P1	0	0	0	0	0	0	0	14	0
ENSG00000233189.1|RPL12P29	1	19	4	3	0	25	1	8	7
ENSG00000233190.1|RPS24P13	0	0	0	0	0	0	0	0	0
ENSG00000233191.1|AC006372.2	0	0	0	0	0	0	0	0	0
ENSG00000233193.1|AC005324.2	0	0	0	0	0	0	0	0	0
ENSG00000233196.2|AL096803.2	0	0	0	0	0	0	0	0	0
ENSG00000233197.1|TMEM256P1	0	0	0	0	0	0	0	0	0
ENSG00000233198.3|RNF224	0	0	0	0	0	0	0	0	0
ENSG00000233200.1|AL117336.1	0	0	0	0	0	0	1	0	0
ENSG00000233203.6|AC096536.1	0	0	0	0	0	3	0	0	0
ENSG00000233204.1|MAPRE1P3	0	0	0	0	0	0	0	0	0
ENSG00000233205.1|AC108479.1	1	0	0	1	0	0	1	0	0
ENSG00000233206.1|RPS3AP1	0	0	0	0	0	0	0	0	0
ENSG00000233208.5|LINC00642	0	0	0	0	16	0	0	0	0
ENSG00000233211.2|GRPEL2P1	0	0	0	0	0	0	0	0	0
ENSG00000233213.1|KCNJ6-AS1	0	0	0	0	0	0	0	0	0
ENSG00000233214.1|AC002511.2	0	0	0	0	0	0	0	0	0
ENSG00000233215.5|LINC01687	0	0	0	0	0	0	0	0	0
ENSG00000233216.1|AL357373.1	0	0	0	0	1	0	0	0	0
ENSG00000233217.2|MROH3P	0	0	0	0	0	0	0	0	0
ENSG00000233219.1|AC008080.3	0	0	0	0	0	0	0	0	0
ENSG00000233220.3|LINC00167	49	71	0	16	21	24	47	74	65
ENSG00000233221.6|AC133785.1	0	0	0	0	0	0	0	0	0
ENSG00000233222.2|AL513523.3	0	0	0	0	0	0	0	0	0
ENSG00000233223.2|AC016876.1	40	80	342	104	54	122	15	101	53
ENSG00000233225.3|AC004987.2	2	3	1	2	1	3	0	1	1
ENSG00000233228.1|LPCAT2BP	0	0	0	0	0	0	0	0	0
ENSG00000233229.1|CNOT7P1	0	0	0	0	0	0	0	0	0
ENSG00000233230.1|AC079807.2	10	16	0	26	46	29	19	27	17
ENSG00000233231.1|HNRNPA1P49	0	0	0	0	0	0	2	0	0
ENSG00000233232.6|NPIPB7	0	0	0	0	0	0	0	0	0
ENSG00000233234.1|AL592464.2	0	0	0	0	0	0	0	0	0
ENSG00000233235.1|BX119321.1	0	0	0	0	0	0	0	0	0
ENSG00000233236.1|AP001171.1	0	0	0	0	0	0	7	14	0
ENSG00000233237.6|LINC00472	0	0	0	0	0	0	0	0	0
ENSG00000233238.1|DEFA9P	0	0	0	0	0	0	0	0	0
ENSG00000233242.2|AL512604.2	0	0	0	0	0	0	0	0	0
ENSG00000233243.1|AC112492.5	0	0	0	0	0	0	0	0	0
ENSG00000233246.1|AL513327.2	9	0	0	0	0	0	0	0	0
ENSG00000233247.3|AC002524.1	4	6	6	3	10	5	5	3	10
ENSG00000233248.1|MTND6P9	0	0	0	0	0	0	0	0	0
ENSG00000233250.1|AC233728.1	0	17	0	3	1	0	0	0	12
ENSG00000233251.7|AC007743.1	0	0	0	0	0	0	0	0	0
ENSG00000233252.1|CRIP1P1	0	0	0	0	0	0	0	0	0
ENSG00000233254.1|RPL21P134	0	1	0	1	0	2	1	0	1
ENSG00000233256.1|AL355870.1	0	0	0	0	0	0	0	0	0
ENSG00000233258.1|AL390786.1	0	0	0	0	0	0	0	0	0
ENSG00000233259.4|FABP3P2	0	0	0	0	0	0	0	0	0
ENSG00000233260.1|RPSAP63	0	0	0	0	0	0	0	0	0
ENSG00000233261.3|FAM238A	37	0	81	14	22	56	46	4	65
ENSG00000233262.1|AL356134.1	0	0	0	0	0	0	0	0	0
ENSG00000233263.1|AC009518.2	0	0	0	0	0	0	0	0	0
ENSG00000233264.2|AC006042.3	0	0	0	1	1	0	0	26	14
ENSG00000233265.1|MICF	0	0	0	0	0	0	0	0	1
ENSG00000233266.1|HMGB1P31	13	2	21	16	16	36	0	0	8
ENSG00000233268.3|AL691449.1	0	0	0	0	0	0	0	0	0
ENSG00000233270.1|SNRPEP4	1	0	0	0	1	1	0	1	0
ENSG00000233271.1|AL590440.1	0	0	0	0	0	0	0	0	0
ENSG00000233272.1|PNPT1P2	0	0	0	0	0	0	0	0	0
ENSG00000233273.1|AMMECR1LP1	0	0	0	0	0	0	0	0	0
ENSG00000233275.1|AC009238.2	0	0	0	0	0	0	0	0	0
ENSG00000233276.3|GPX1	13815	8303	5443	9857	33960	30546	13333	8244	22930
ENSG00000233277.1|LINC01728	0	0	0	0	0	0	0	0	0
ENSG00000233278.1|RPS26P2	0	0	0	0	1	0	2	0	0
ENSG00000233285.1|MTCYBP10	0	0	0	0	0	0	0	0	0
ENSG00000233286.1|MTND3P10	0	0	0	0	0	0	0	0	0
ENSG00000233287.1|AC009362.1	0	0	0	0	0	0	0	0	0
ENSG00000233288.1|AC092447.5	0	0	0	0	0	0	0	0	0
ENSG00000233290.1|AC093580.1	0	0	0	0	0	0	0	0	0
ENSG00000233291.1|RPL7AP61	0	0	0	0	0	0	0	0	0
ENSG00000233292.1|AL513533.1	0	0	0	0	0	0	0	0	0
ENSG00000233293.1|AL133343.3	0	27	19	12	0	0	0	1	11
